image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,log_Dry_Green_g,log_Dry_Dead_g,log_Dry_Clover_g,log_GDM_g,log_Dry_Total_g,Month,month_sin,month_cos,State_encoded,Species_encoded
train/ID1011485656.jpg,2015-09-04,Tas,Ryegrass_Clover,-0.24631872942557206,-0.28520387814048165,0.0,31.9984,16.2751,48.2735,16.275,2.8492661583489904,3.496459075442567,0.0,2.8492603696537335,3.8973864111751304,9,-1.0,-1.8369701987210297e-16,1,11
train/ID1012260530.jpg,2015-04-01,NSW,Lucerne,-0.7070601252597818,0.8182396697025538,0.0,0.0,7.6,7.6,7.6,2.151762203259462,0.0,0.0,2.151762203259462,2.151762203259462,4,0.8660254037844387,-0.4999999999999998,0,3
train/ID1025234388.jpg,2015-09-01,WA,SubcloverDalkeith,-1.8260035151428635,-0.6422046155140673,6.05,0.0,0.0,6.05,6.05,0.0,0.0,1.9530276168241774,1.9530276168241774,1.9530276168241774,9,-1.0,-1.8369701987210297e-16,3,12
train/ID1028611175.jpg,2015-05-18,Tas,Ryegrass,0.01696206819397675,-0.2527528061229683,0.0,30.9703,24.2376,55.2079,24.2376,3.2283349459887085,3.4648073468250327,0.0,3.2283349459887085,4.029057316415711,5,0.49999999999999994,-0.8660254037844387,1,10
train/ID1035947949.jpg,2015-09-11,Tas,Ryegrass,-0.7728803246646689,-0.3987972346446304,0.4343,23.2239,10.5261,34.1844,10.9605,2.4446140290136245,3.187339749109133,0.36067692531803036,2.4816095536687053,3.5606028025517826,9,-1.0,-1.8369701987210297e-16,1,10
train/ID1036339023.jpg,2015-09-30,Vic,Phalaris_Clover,1.0700852586721705,-0.0580269014274188,23.0755,2.6135,32.191,57.88,55.2665,3.5022787548350927,1.2846768317408988,3.1811947259005118,4.030099331404052,4.075501474420621,9,-1.0,-1.8369701987210297e-16,2,7
train/ID1049634115.jpg,2015-07-02,Vic,Ryegrass_Clover,0.4118832646232993,-0.5448416631662925,1.5083,3.0167,13.575,18.1,15.0833,2.679307732236556,1.3904606699893065,0.9196052328419848,2.7777814665758775,2.9496883350525844,7,-0.4999999999999997,-0.8660254037844388,2,11
train/ID1051144034.jpg,2015-09-01,WA,SubcloverLosa,0.9384448598623969,-0.6422046155140673,55.32,0.0,0.0,55.32,55.32,0.0,0.0,4.0310497118497866,4.0310497118497866,4.0310497118497866,9,-1.0,-1.8369701987210297e-16,3,13
train/ID1052620238.jpg,2015-05-18,Tas,Ryegrass,0.14860246700375115,-0.2527528061229683,0.0,11.2291,20.1707,31.3998,20.1707,3.052618150259068,2.5038183574573054,0.0,3.052618150259068,3.4781522499397255,5,0.49999999999999994,-0.8660254037844387,1,10
train/ID105271783.jpg,2015-06-30,Vic,Phalaris_Clover,1.3333660562917193,-0.350115758470743,5.2698,8.5635,27.6667,41.5,32.9365,3.35573617037542,2.2579537688484517,1.835744456209445,3.5244911313300067,3.7495040759303713,6,1.2246467991473532e-16,-1.0,2,7
train/ID1053972079.jpg,2015-09-04,Tas,Clover,-0.6412399258548945,-0.49616018699240516,21.0801,7.9393,1.3688,30.3882,22.4489,0.8623834978052445,2.1904572863435487,3.094676750384146,3.154823585476494,3.4464320261067845,9,-1.0,-1.8369701987210297e-16,1,0
train/ID1058383417.jpg,2015-05-19,Tas,Ryegrass_Clover,-0.24631872942557206,-0.5448416631662925,0.1,9.5,13.1,22.7,13.2,2.6461747973841225,2.3513752571634776,0.09531017980432487,2.653241964607215,3.1654750481410856,5,0.49999999999999994,-0.8660254037844387,1,11
train/ID1062837331.jpg,2015-09-29,Vic,Ryegrass_Clover,1.0700852586721705,0.1366990032681307,19.98,3.9623,35.4077,59.35,55.3877,3.594780290733128,1.6018693429341482,3.043569602968151,4.032251049613615,4.10016094754354,9,-1.0,-1.8369701987210297e-16,2,11
train/ID1070112260.jpg,2015-01-15,NSW,Fescue_CrumbWeed,-0.3779591282353465,-0.15538985377519354,0.0,9.8765,22.1235,32.0,22.1235,3.1408494164298078,2.3866044984976202,0.0,3.1408494164298078,3.4965075614664802,1,0.49999999999999994,0.8660254037844387,0,2
train/ID1078930021.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,1.3333660562917193,-0.2527528061229683,0.0,5.0189,32.9811,38.0,32.9811,3.5258044877033443,1.794904518372128,0.0,3.5258044877033443,3.6635616461296463,6,1.2246467991473532e-16,-1.0,2,9
train/ID1084819986.jpg,2015-09-04,Tas,Clover,0.21442266640863764,-0.43124830666214375,21.4551,13.0742,2.6819,37.2112,24.137,1.3034289232894352,2.6443433340444957,3.111517759880932,3.224340864299259,3.6431286663569282,9,-1.0,-1.8369701987210297e-16,1,0
train/ID1088965591.jpg,2015-04-01,NSW,Lucerne,1.530826654506381,3.4470393830924717,0.0,0.3443,59.5557,59.9,59.5557,4.103563602645281,0.29587343147807,0.0,4.103563602645281,4.109233174715851,4,0.8660254037844387,-0.4999999999999998,0,3
train/ID1098771283.jpg,2015-11-09,Tas,Clover,-1.1678015210939923,-0.4799297828360311,8.376,15.1673,0.4528,23.9961,8.8287,0.37349272886489177,2.7829906837657292,2.238153232834657,2.285306677193773,3.218719812698935,11,-0.5000000000000004,0.8660254037844384,1,0
train/ID1103883611.jpg,2015-02-24,NSW,Phalaris,-1.1678015210939923,1.7918691931803012,0.0,12.9166,82.7834,95.7,82.7834,4.42823489717336,2.633082372198119,0.0,4.42823489717336,4.571613402459248,2,0.8660254037844386,0.5000000000000001,0,5
train/ID1108283583.jpg,2015-08-19,Vic,Phalaris_Ryegrass_Clover,1.1359054580770578,-0.20407132994908092,5.773,7.2162,40.4108,53.4,46.1838,3.7235417163759377,2.106107815075839,1.9129441202327666,3.8540506133389454,3.996364153861897,8,-0.8660254037844384,-0.5000000000000004,2,9
train/ID1113121340.jpg,2015-09-30,Vic,Phalaris_Clover,0.9384448598623969,0.8182396697025538,0.2931,11.6271,82.6598,94.58,82.9529,4.426758575382459,2.535845297962683,0.2570424363196689,4.430255927298557,4.559963593150012,9,-1.0,-1.8369701987210297e-16,2,7
train/ID1113329413.jpg,2015-06-29,Tas,WhiteClover,0.4118832646232993,-0.44747871081851776,20.6523,21.1112,1.3768,43.1403,22.0291,0.8657550451662609,3.0960842674806948,3.0751116843717208,3.1367586336074,3.787373197361905,6,1.2246467991473532e-16,-1.0,1,14
train/ID1119739385.jpg,2015-05-18,Tas,Ryegrass,-2.4842055091917348,-0.350115758470743,0.0,3.0,6.8,9.8,6.8,2.0541237336955462,1.3862943611198906,0.0,2.0541237336955462,2.379546134130174,5,0.49999999999999994,-0.8660254037844387,1,10
train/ID1119761112.jpg,2015-05-07,NSW,Fescue,-1.5627227175233152,-0.350115758470743,0.0,32.4486,22.9514,55.4,22.9514,3.176026777263313,3.5100099321856493,0.0,3.176026777263313,4.032469158504013,5,0.49999999999999994,-0.8660254037844387,0,1
train/ID1121692672.jpg,2015-02-24,NSW,Phalaris,-0.9045207234744433,2.960224621353598,0.0,1.3958,109.8042,111.2,109.8042,4.707764679731948,0.8737172043150936,0.0,4.707764679731948,4.720282993088596,2,0.8660254037844386,0.5000000000000001,0,5
train/ID1127246618.jpg,2015-05-18,Tas,Ryegrass,0.7409842616477352,-0.0580269014274188,3.0196,25.8824,32.3529,61.2549,35.3725,3.5071447251028727,3.2914717973835024,1.3911823951926665,3.593812994607407,4.1312372471064025,5,0.49999999999999994,-0.8660254037844387,1,10
train/ID112966473.jpg,2015-08-14,Vic,Ryegrass_Clover,0.5435236634330737,-0.44747871081851776,11.2,2.8,19.6,33.6,30.8,3.0252910757955354,1.33500106673234,2.501435951739211,3.459466289786131,3.543853682063679,8,-0.8660254037844384,-0.5000000000000004,2,11
train/ID1131079710.jpg,2015-11-09,Tas,Clover,-0.575419726450008,-0.5935231393401799,15.4794,11.119,1.5261,28.1246,17.0055,0.9266766114265725,2.4947744689863502,2.8021111160515564,2.8906772667791287,3.371583177885974,11,-0.5000000000000004,0.8660254037844384,1,0
train/ID1136169672.jpg,2015-05-18,Tas,Ryegrass,-0.24631872942557206,-0.2527528061229683,0.0,6.808,16.3107,23.1187,16.3108,2.8513248074230524,2.0551488491107914,0.0,2.8513305841802694,3.1829874732257166,5,0.49999999999999994,-0.8660254037844387,1,10
train/ID1139866256.jpg,2015-05-07,NSW,Fescue,0.01696206819397675,0.5261508126592297,0.0,83.8407,74.0593,157.9,74.0593,4.318278467790753,4.440775380487526,0.0,4.318278467790753,5.0682750735426705,5,0.49999999999999994,-0.8660254037844387,0,1
train/ID1139918758.jpg,2015-08-21,WA,Clover,0.8726246604575096,-0.44747871081851776,58.34,0.0,0.0,58.34,58.34,0.0,0.0,4.083283614862676,4.083283614862676,4.083283614862676,8,-0.8660254037844384,-0.5000000000000004,3,0
train/ID1140993511.jpg,2015-08-14,Vic,Ryegrass_Clover,0.346063065218412,-0.5448416631662925,4.6,2.3,16.1,23.0,20.7,2.8390784635086144,1.1939224684724346,1.7227665977411035,3.077312260546414,3.1780538303479458,8,-0.8660254037844384,-0.5000000000000004,2,11
train/ID1148528732.jpg,2015-08-18,Vic,Phalaris_Clover,1.3333660562917193,-0.4280061203489628,12.4113,0.0,28.0887,40.5,40.5,3.3703497826120037,0.0,2.596097635175123,3.7256934272366524,3.7256934272366524,8,-0.8660254037844384,-0.5000000000000004,2,7
train/ID1148666289.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,1.0042650592672842,-0.3987972346446304,4.0923,14.3231,21.4846,39.9,25.5769,3.112830630426897,2.7293614937119233,1.6277295949062667,3.280042417439009,3.711130063048756,6,1.2246467991473532e-16,-1.0,2,9
train/ID1149598723.jpg,2015-05-07,NSW,Lucerne,1.3991862556966066,3.4470393830924717,0.0,5.3831,58.3169,63.7,58.3169,4.082894256969594,1.8536538727656446,0.0,4.082894256969594,4.169761201506855,5,0.49999999999999994,-0.8660254037844387,0,3
train/ID1159071020.jpg,2015-09-30,Vic,Phalaris_Clover,0.5435236634330737,-0.0580269014274188,1.3191,6.7982,46.5727,54.69,47.8918,3.862259067294705,2.0538929378334605,0.8411791793790264,3.889609693257873,4.019800597601577,9,-1.0,-1.8369701987210297e-16,2,7
